Year on List,Title,Author,Rank,Publisher,Weeks on List,On a Celebrity Reading List,Current Context,Max Weeks on List,# of Author Bestsellers
2022,LILY'S PROMISE,Lily Ebert and Dov Forman,15,HarperOne,4,False,Yes,4,4
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,190,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,113,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,3,Morrow,27,False,Yes,106,106
2022,UNDER THE BANNER OF HEAVEN,Jon Krakauer,4,Anchor,7,False,Yes,11,11
2022,EDUCATED,Tara Westover,5,Random House,18,False,No,71,71
2022,BORN A CRIME,Trevor Noah,6,One World,160,False,Yes,209,165
2022,THE BOMBER MAFIA,Malcolm Gladwell,7,Back Bay,1,False,No,32,198
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,37,False,Yes,103,198
2022,THE CODE BREAKER,Walter Isaacson,9,Simon & Schuster,6,False,Yes,8,8
2022,SAPIENS,Yuval Noah Harari,10,Harper Perennial,187,False,Yes,208,128
2022,JUST MERCY,Bryan Stevenson,11,One World,280,False,Yes,309,126
2022,A WOMAN OF NO IMPORTANCE,Sonia Purnell,12,Penguin,16,False,Yes,17,17
2022,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,13,Grand Central,5,False,Yes,9,9
2022,OUTLIERS,Malcolm Gladwell,14,Back Bay,345,False,No,367,198
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,15,"Farrar, Straus & Giroux",320,False,No,386,157
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,191,False,Yes,269,209
2022,EDUCATED,Tara Westover,2,Random House,19,False,No,71,71
2022,THE BOMBER MAFIA,Malcolm Gladwell,3,Back Bay,2,False,No,32,198
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,114,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,5,Morrow,28,False,Yes,106,106
2022,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,38,False,Yes,103,198
2022,KITCHEN CONFIDENTIAL,Anthony Bourdain,7,Ecco,80,False,No,84,20
2022,BORN A CRIME,Trevor Noah,8,One World,161,False,Yes,209,165
2022,UNDER THE BANNER OF HEAVEN,Jon Krakauer,9,Anchor,8,False,Yes,11,11
2022,SAPIENS,Yuval Noah Harari,10,Harper Perennial,188,False,Yes,208,128
2022,THE SPLENDID AND THE VILE,Erik Larson,11,Crown,16,False,No,20,28
2022,JUST MERCY,Bryan Stevenson,12,One World,281,False,Yes,309,126
2022,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,13,Grand Central,6,False,Yes,9,9
2022,THE CODE BREAKER,Walter Isaacson,14,Simon & Schuster,7,False,Yes,8,8
2022,OUTLIERS,Malcolm Gladwell,15,Back Bay,346,False,No,367,198
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,192,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,115,False,Yes,192,192
2022,EDUCATED,Tara Westover,3,Random House,20,False,No,71,71
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,29,False,Yes,106,106
2022,THE BOMBER MAFIA,Malcolm Gladwell,5,Back Bay,3,False,No,32,198
2022,BORN A CRIME,Trevor Noah,6,One World,162,False,Yes,209,165
2022,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay,39,False,Yes,103,198
2022,KITCHEN CONFIDENTIAL,Anthony Bourdain,8,Ecco,81,False,No,84,20
2022,UNDER THE BANNER OF HEAVEN,Jon Krakauer,9,Anchor,9,False,Yes,11,11
2022,OUTLIERS,Malcolm Gladwell,10,Back Bay,347,False,No,367,198
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",321,False,No,386,157
2022,JUST MERCY,Bryan Stevenson,12,One World,282,False,Yes,309,126
2022,THE CODE BREAKER,Walter Isaacson,13,Simon & Schuster,8,False,Yes,8,8
2022,A WOMAN OF NO IMPORTANCE,Sonia Purnell,14,Penguin,17,False,Yes,17,17
2022,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,15,Grand Central,7,False,Yes,9,9
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,193,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,116,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,3,Morrow,30,False,Yes,106,106
2022,EDUCATED,Tara Westover,4,Random House,21,False,No,71,71
2022,THE BOMBER MAFIA,Malcolm Gladwell,5,Back Bay,4,False,No,32,198
2022,BORN A CRIME,Trevor Noah,6,One World,163,False,Yes,209,165
2022,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay,40,False,Yes,103,198
2022,KITCHEN CONFIDENTIAL,Anthony Bourdain,8,Ecco,82,False,No,84,20
2022,JUST MERCY,Bryan Stevenson,9,One World,283,False,Yes,309,126
2022,UNDER THE BANNER OF HEAVEN,Jon Krakauer,10,Anchor,10,False,Yes,11,11
2022,OUTLIERS,Malcolm Gladwell,11,Back Bay,348,False,No,367,198
2022,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,12,Grand Central,8,False,Yes,9,9
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux",322,False,No,386,157
2022,GRIT,Angela Duckworth,14,Scribner,116,False,No,151,90
2022,QUIET,Susan Cain,15,Broadway,173,False,No,181,16
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,194,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,117,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,3,Morrow,31,False,Yes,106,106
2022,EDUCATED,Tara Westover,4,Random House,22,False,No,71,71
2022,THE BOMBER MAFIA,Malcolm Gladwell,5,Back Bay,5,False,No,32,198
2022,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,41,False,Yes,103,198
2022,BORN A CRIME,Trevor Noah,7,One World,164,False,Yes,209,165
2022,KITCHEN CONFIDENTIAL,Anthony Bourdain,8,Ecco,83,False,No,84,20
2022,OUTLIERS,Malcolm Gladwell,9,Back Bay,349,False,No,367,198
2022,JUST MERCY,Bryan Stevenson,10,One World,284,False,Yes,309,126
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",323,False,No,386,157
2022,UNDER THE BANNER OF HEAVEN,Jon Krakauer,12,Anchor,11,False,Yes,11,11
2022,THE GLASS CASTLE,Jeannette Walls,13,Scribner,451,False,No,486,45
2022,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,14,Grand Central,9,False,Yes,9,9
2022,GRIT,Angela Duckworth,15,Scribner,117,False,No,151,90
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,195,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,118,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,3,Morrow,32,False,Yes,106,106
2022,EDUCATED,Tara Westover,4,Random House,23,False,No,71,71
2022,THE BOMBER MAFIA,Malcolm Gladwell,5,Back Bay,6,False,No,32,198
2022,BORN A CRIME,Trevor Noah,6,One World,165,False,Yes,209,165
2022,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay,42,False,Yes,103,198
2022,HOW TO CHANGE YOUR MIND,Michael Pollan,8,Penguin,22,False,No,24,17
2022,OUTLIERS,Malcolm Gladwell,9,Back Bay,350,False,No,367,198
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux",324,False,No,386,157
2022,THE GLASS CASTLE,Jeannette Walls,11,Scribner,452,False,No,486,45
2022,KITCHEN CONFIDENTIAL,Anthony Bourdain,12,Ecco,84,False,No,84,20
2022,JUST MERCY,Bryan Stevenson,13,One World,285,False,Yes,309,126
2022,GRIT,Angela Duckworth,14,Scribner,118,False,No,151,90
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House,11,False,No,19,19
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,196,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,119,False,Yes,192,192
2022,JUST MERCY,Bryan Stevenson,3,One World,286,False,Yes,309,126
2022,BORN A CRIME,Trevor Noah,4,One World,166,False,Yes,209,165
2022,ALL ABOUT LOVE,bell hooks,5,Morrow,33,False,Yes,106,106
2022,EDUCATED,Tara Westover,6,Random House,24,False,No,71,71
2022,HOW TO CHANGE YOUR MIND,Michael Pollan,7,Penguin,23,False,No,24,17
2022,THE BOMBER MAFIA,Malcolm Gladwell,8,Back Bay,7,False,No,32,198
2022,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,43,False,Yes,103,198
2022,THIS IS YOUR MIND ON PLANTS,Michael Pollan,10,Penguin,1,False,Yes,9,17
2022,OUTLIERS,Malcolm Gladwell,11,Back Bay,351,False,No,367,198
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",325,False,No,386,157
2022,THE GLASS CASTLE,Jeannette Walls,13,Scribner,453,False,No,486,45
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,14,Random House,12,False,No,19,19
2022,FINDING THE MOTHER TREE,Suzanne Simard,15,Vintage,1,False,Yes,1,1
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,197,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,120,False,Yes,192,192
2022,EDUCATED,Tara Westover,3,Random House,25,False,No,71,71
2022,THIS IS YOUR MIND ON PLANTS,Michael Pollan,4,Penguin,2,False,Yes,9,17
2022,BORN A CRIME,Trevor Noah,5,One World,167,False,Yes,209,165
2022,ALL ABOUT LOVE,bell hooks,6,Morrow,34,False,Yes,106,106
2022,HOW TO CHANGE YOUR MIND,Michael Pollan,7,Penguin,24,False,No,24,17
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,44,False,Yes,103,198
2022,OUTLIERS,Malcolm Gladwell,9,Back Bay,352,False,No,367,198
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux",326,False,No,386,157
2022,THE BOMBER MAFIA,Malcolm Gladwell,11,Back Bay,8,False,No,32,198
2022,JUST MERCY,Bryan Stevenson,12,One World,287,False,Yes,309,126
2022,THE GLASS CASTLE,Jeannette Walls,13,Scribner,454,False,No,486,45
2022,GRIT,Angela Duckworth,14,Scribner,119,False,No,151,90
2022,THE OTHER WES MOORE,Wes Moore,15,One World,45,False,Yes,47,6
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,198,False,Yes,269,209
2022,THIS IS YOUR MIND ON PLANTS,Michael Pollan,2,Penguin,3,False,Yes,9,17
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,121,False,Yes,192,192
2022,EDUCATED,Tara Westover,4,Random House,26,False,No,71,71
2022,ALL ABOUT LOVE,bell hooks,5,Morrow,35,False,Yes,106,106
2022,BORN A CRIME,Trevor Noah,6,One World,168,False,Yes,209,165
2022,THE DEVIL IN THE WHITE CITY,Erik Larson,7,Vintage,371,False,Yes,375,28
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,45,False,Yes,103,198
2022,OUTLIERS,Malcolm Gladwell,9,Back Bay,353,False,No,367,198
2022,THE BOMBER MAFIA,Malcolm Gladwell,10,Back Bay,9,False,No,32,198
2022,JUST MERCY,Bryan Stevenson,11,One World,288,False,Yes,309,126
2022,GRIT,Angela Duckworth,12,Scribner,120,False,No,151,90
2022,THE GLASS CASTLE,Jeannette Walls,13,Scribner,455,False,No,486,45
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,14,"Farrar, Straus & Giroux",327,False,No,386,157
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House,13,False,No,19,19
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,199,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,122,False,Yes,192,192
2022,EDUCATED,Tara Westover,3,Random House,27,False,No,71,71
2022,THIS IS YOUR MIND ON PLANTS,Michael Pollan,4,Penguin,4,False,Yes,9,17
2022,BORN A CRIME,Trevor Noah,5,One World,169,False,Yes,209,165
2022,THE DEVIL IN THE WHITE CITY,Erik Larson,6,Vintage,372,False,Yes,375,28
2022,ALL ABOUT LOVE,bell hooks,7,Morrow,36,False,Yes,106,106
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,46,False,Yes,103,198
2022,THE BOMBER MAFIA,Malcolm Gladwell,9,Back Bay,10,False,No,32,198
2022,THE GLASS CASTLE,Jeannette Walls,10,Scribner,456,False,No,486,45
2022,JUST MERCY,Bryan Stevenson,11,One World,289,False,Yes,309,126
2022,OUTLIERS,Malcolm Gladwell,12,Back Bay,354,False,No,367,198
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux",328,False,No,386,157
2022,GRIT,Angela Duckworth,14,Scribner,121,False,No,151,90
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House,14,False,No,19,19
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,200,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,123,False,Yes,192,192
2022,BORN A CRIME,Trevor Noah,3,One World,170,False,Yes,209,165
2022,EDUCATED,Tara Westover,4,Random House,28,False,No,71,71
2022,ALL ABOUT LOVE,bell hooks,5,Morrow,37,False,Yes,106,106
2022,THIS IS YOUR MIND ON PLANTS,Michael Pollan,6,Penguin,5,False,Yes,9,17
2022,JUST MERCY,Bryan Stevenson,7,One World,290,False,Yes,309,126
2022,THE DEVIL IN THE WHITE CITY,Erik Larson,8,Vintage,373,False,Yes,375,28
2022,OUTLIERS,Malcolm Gladwell,9,Back Bay,355,False,No,367,198
2022,THE GLASS CASTLE,Jeannette Walls,10,Scribner,457,False,No,486,45
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",329,False,No,386,157
2022,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay,47,False,Yes,103,198
2022,THE BOMBER MAFIA,Malcolm Gladwell,13,Back Bay,11,False,No,32,198
2022,GRIT,Angela Duckworth,14,Scribner,122,False,No,151,90
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House,15,False,No,19,19
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,201,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,124,False,Yes,192,192
2022,JUST MERCY,Bryan Stevenson,3,One World,291,False,Yes,309,126
2022,BORN A CRIME,Trevor Noah,4,One World,171,False,Yes,209,165
2022,ALL ABOUT LOVE,bell hooks,5,Morrow,38,False,Yes,106,106
2022,EDUCATED,Tara Westover,6,Random House,29,False,No,71,71
2022,THIS IS YOUR MIND ON PLANTS,Michael Pollan,7,Penguin,6,False,Yes,9,17
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,48,False,Yes,103,198
2022,THE BOMBER MAFIA,Malcolm Gladwell,9,Back Bay,12,False,No,32,198
2022,OUTLIERS,Malcolm Gladwell,10,Back Bay,356,False,No,367,198
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",330,False,No,386,157
2022,KILLERS OF THE FLOWER MOON,David Grann,12,Vintage,102,False,Yes,146,78
2022,THE GLASS CASTLE,Jeannette Walls,13,Scribner,458,False,No,486,45
2022,THE DEVIL IN THE WHITE CITY,Erik Larson,14,Vintage,374,False,Yes,375,28
2022,BEING MORTAL,Atul Gawande,15,Metropolitan,124,False,No,130,20
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,202,False,Yes,269,209
2022,EDUCATED,Tara Westover,2,Random House,30,False,No,71,71
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,125,False,Yes,192,192
2022,BORN A CRIME,Trevor Noah,4,One World,172,False,Yes,209,165
2022,ALL ABOUT LOVE,bell hooks,5,Morrow,39,False,Yes,106,106
2022,JUST MERCY,Bryan Stevenson,6,One World,292,False,Yes,309,126
2022,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay,49,False,Yes,103,198
2022,THIS IS YOUR MIND ON PLANTS,Michael Pollan,8,Penguin,7,False,Yes,9,17
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",331,False,No,386,157
2022,OUTLIERS,Malcolm Gladwell,10,Back Bay,357,False,No,367,198
2022,THE GLASS CASTLE,Jeannette Walls,11,Scribner,459,False,No,486,45
2022,THE DEVIL IN THE WHITE CITY,Erik Larson,12,Vintage,375,False,Yes,375,28
2022,THE BOMBER MAFIA,Malcolm Gladwell,13,Back Bay,13,False,No,32,198
2022,FUZZ,Mary Roach,14,Norton,1,False,Yes,11,11
2022,GRIT,Angela Duckworth,15,Scribner,123,False,No,151,90
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,203,False,Yes,269,209
2022,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,2,Hanover Square,1,False,Yes,7,7
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,126,False,Yes,192,192
2022,EDUCATED,Tara Westover,4,Random House,31,False,No,71,71
2022,ALL ABOUT LOVE,bell hooks,5,Morrow,40,False,Yes,106,106
2022,BORN A CRIME,Trevor Noah,6,One World,173,False,Yes,209,165
2022,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay,50,False,Yes,103,198
2022,JUST MERCY,Bryan Stevenson,8,One World,293,False,Yes,309,126
2022,THE BOMBER MAFIA,Malcolm Gladwell,9,Back Bay,14,False,No,32,198
2022,FUZZ,Mary Roach,10,Norton,2,False,Yes,11,11
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",332,False,No,386,157
2022,THE GLASS CASTLE,Jeannette Walls,12,Scribner,460,False,No,486,45
2022,GRIT,Angela Duckworth,13,Scribner,124,False,No,151,90
2022,WHY WE SLEEP,Matthew Walker,14,Scribner,53,False,No,53,19
2022,THIS IS YOUR MIND ON PLANTS,Michael Pollan,15,Penguin,8,False,Yes,9,17
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,204,False,Yes,269,209
2022,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,2,Hanover Square,2,False,Yes,7,7
2022,ALL ABOUT LOVE,bell hooks,3,Morrow,41,False,Yes,106,106
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,127,False,Yes,192,192
2022,BORN A CRIME,Trevor Noah,5,One World,174,False,Yes,209,165
2022,EDUCATED,Tara Westover,6,Random House,32,False,No,71,71
2022,THAT BIRD HAS MY WINGS,Jarvis Jay Masters,7,HarperOne,1,True,Yes,2,2
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",333,False,No,386,157
2022,JUST MERCY,Bryan Stevenson,9,One World,294,False,Yes,309,126
2022,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay,51,False,Yes,103,198
2022,THE GLASS CASTLE,Jeannette Walls,11,Scribner,461,False,No,486,45
2022,THE BOMBER MAFIA,Malcolm Gladwell,12,Back Bay,15,False,No,32,198
2022,FUZZ,Mary Roach,13,Norton,3,False,Yes,11,11
2022,GRIT,Angela Duckworth,14,Scribner,125,False,No,151,90
2022,THIS IS YOUR MIND ON PLANTS,Michael Pollan,15,Penguin,9,False,Yes,9,17
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,205,False,Yes,269,209
2022,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,2,Hanover Square,3,False,Yes,7,7
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,128,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,42,False,Yes,106,106
2022,EDUCATED,Tara Westover,5,Random House,33,False,No,71,71
2022,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,52,False,Yes,103,198
2022,BORN A CRIME,Trevor Noah,7,One World,175,False,Yes,209,165
2022,FUZZ,Mary Roach,8,Norton,4,False,Yes,11,11
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",334,False,No,386,157
2022,JUST MERCY,Bryan Stevenson,10,One World,295,False,Yes,309,126
2022,QUIET,Susan Cain,11,Broadway,174,False,No,181,16
2022,THE BOMBER MAFIA,Malcolm Gladwell,12,Back Bay,16,False,No,32,198
2022,THAT BIRD HAS MY WINGS,Jarvis Jay Masters,13,HarperOne,2,True,Yes,2,2
2022,GRIT,Angela Duckworth,14,Scribner,126,False,No,151,90
2022,VANDERBILT,Anderson Cooper and Katherine Howe,15,Harper,1,False,No,6,6
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,206,False,Yes,269,209
2022,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,2,Hanover Square,4,False,Yes,7,7
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,129,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,43,False,Yes,106,106
2022,BORN A CRIME,Trevor Noah,5,One World,176,False,Yes,209,165
2022,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,53,False,Yes,103,198
2022,VANDERBILT,Anderson Cooper and Katherine Howe,7,Harper,2,False,No,6,6
2022,FUZZ,Mary Roach,8,Norton,5,False,Yes,11,11
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",335,False,No,386,157
2022,THE BOMBER MAFIA,Malcolm Gladwell,10,Back Bay,17,False,No,32,198
2022,QUIET,Susan Cain,11,Broadway,175,False,No,181,16
2022,JUST MERCY,Bryan Stevenson,12,One World,296,False,Yes,309,126
2022,EDUCATED,Tara Westover,13,Random House,34,False,No,71,71
2022,ACID FOR THE CHILDREN,Flea,14,Grand Central,1,False,Yes,3,3
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House,16,False,No,19,19
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,207,False,Yes,269,209
2022,ALL ABOUT LOVE,bell hooks,2,Morrow,44,False,Yes,106,106
2022,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,3,Hanover Square,5,False,Yes,7,7
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,130,False,Yes,192,192
2022,TALKING TO STRANGERS,Malcolm Gladwell,5,Back Bay,54,False,Yes,103,198
2022,GETTING LOST,Annie Ernaux,6,Seven Stories,1,False,Yes,1,1
2022,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,7,Morrow,13,False,No,24,24
2022,VANDERBILT,Anderson Cooper and Katherine Howe,8,Harper,3,False,No,6,6
2022,FUZZ,Mary Roach,9,Norton,6,False,Yes,11,11
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux",336,False,No,386,157
2022,THE BOMBER MAFIA,Malcolm Gladwell,11,Back Bay,18,False,No,32,198
2022,GRIT,Angela Duckworth,12,Scribner,127,False,No,151,90
2022,ACID FOR THE CHILDREN,Flea,13,Grand Central,2,False,Yes,3,3
2022,BORN A CRIME,Trevor Noah,14,One World,177,False,Yes,209,165
2022,A CARNIVAL OF SNACKERY,David Sedaris,15,Back Bay,1,False,No,10,38
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,208,False,Yes,269,209
2022,ALL ABOUT LOVE,bell hooks,2,Morrow,45,False,Yes,106,106
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,131,False,Yes,192,192
2022,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,4,Hanover Square,6,False,Yes,7,7
2022,TALKING TO STRANGERS,Malcolm Gladwell,5,Back Bay,55,False,Yes,103,198
2022,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,6,Morrow,14,False,No,24,24
2022,JUST MERCY,Bryan Stevenson,7,One World,297,False,Yes,309,126
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",337,False,No,386,157
2022,VANDERBILT,Anderson Cooper and Katherine Howe,9,Harper,4,False,No,6,6
2022,A CARNIVAL OF SNACKERY,David Sedaris,10,Back Bay,2,False,No,10,38
2022,FUZZ,Mary Roach,11,Norton,7,False,Yes,11,11
2022,THE BOMBER MAFIA,Malcolm Gladwell,12,Back Bay,19,False,No,32,198
2022,ACID FOR THE CHILDREN,Flea,13,Grand Central,3,False,Yes,3,3
2022,BORN A CRIME,Trevor Noah,14,One World,178,False,Yes,209,165
2022,EDUCATED,Tara Westover,15,Random House,35,False,No,71,71
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,209,False,Yes,269,209
2022,EJACULATE RESPONSIBLY,Gabrielle Blair,2,Workman,1,False,Yes,3,3
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,132,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,46,False,Yes,106,106
2022,EMPIRE OF PAIN,Patrick Radden Keefe,5,Anchor,1,False,Yes,5,14
2022,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,56,False,Yes,103,198
2022,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,7,Morrow,15,False,No,24,24
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",338,False,No,386,157
2022,THE DAUGHTER OF AUSCHWITZ,Tova Friedman and Malcolm Brabant,9,Hanover Square,7,False,Yes,7,7
2022,A CARNIVAL OF SNACKERY,David Sedaris,10,Back Bay,3,False,No,10,38
2022,VANDERBILT,Anderson Cooper and Katherine Howe,11,Harper,5,False,No,6,6
2022,GRIT,Angela Duckworth,12,Scribner,128,False,No,151,90
2022,JUST MERCY,Bryan Stevenson,13,One World,298,False,Yes,309,126
2022,THE BOMBER MAFIA,Malcolm Gladwell,14,Back Bay,20,False,No,32,198
