Year on List,Title,Author,Rank,Publisher,Weeks on List,On a Celebrity Reading List,Current Context,Max Weeks on List,# of Author Bestsellers
2022,THE YEAR OF MAGICAL THINKING,Joan Didion,4,Vintage,3,False,No,7,10
2022,SAPIENS,Yuval Noah Harari,5,Harper Perennial,179,False,Yes,208,128
2022,BORN A CRIME,Trevor Noah,6,One World,146,False,Yes,209,165
2022,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay,16,False,Yes,103,198
2022,THE TENDER BAR,J.R. Moehringer,8,Hachette,1,False,Yes,1,1
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",301,False,No,386,157
2022,THE HOUSE OF GUCCI,Sara G. Forden,10,Custom House,12,False,Yes,20,20
2022,JUST MERCY,Bryan Stevenson,11,One World,272,False,Yes,309,126
2022,ON TYRANNY,Timothy Snyder,12,Tim Duggan,90,False,Yes,90,33
2022,BEING MORTAL,Atul Gawande,13,Picador,120,False,No,130,20
2022,THE DEVIL IN THE WHITE CITY,Erik Larson,14,Vintage,370,False,Yes,375,28
2022,GRIT,Angela Duckworth,15,Scribner,99,False,No,151,90
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,170,False,Yes,269,209
2022,ALL ABOUT LOVE,bell hooks,2,Morrow,7,False,Yes,106,106
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,93,False,Yes,192,192
2022,THE YEAR OF MAGICAL THINKING,Joan Didion,4,Vintage,4,False,No,7,10
2022,SAPIENS,Yuval Noah Harari,5,Harper Perennial,180,False,Yes,208,128
2022,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,17,False,Yes,103,198
2022,BORN A CRIME,Trevor Noah,7,One World,147,False,Yes,209,165
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",302,False,No,386,157
2022,THE HOUSE OF GUCCI,Sara G. Forden,9,Custom House,13,False,Yes,20,20
2022,JUST MERCY,Bryan Stevenson,10,One World,273,False,Yes,309,126
2022,THE CHIFFON TRENCHES,André Leon Talley,11,Ballantine,1,False,No,1,1
2022,BEING MORTAL,Atul Gawande,12,Metropolitan,121,False,No,130,20
2022,THE THREE MOTHERS,Anna Malaika Tubbs,13,Flatiron,3,False,No,4,4
2022,WHY WE SLEEP,Matthew Walker,14,Scribner,50,False,No,53,19
2022,GRIT,Angela Duckworth,15,Scribner,100,False,No,151,90
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,171,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,94,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,3,Morrow,8,False,Yes,106,106
2022,THE YEAR OF MAGICAL THINKING,Joan Didion,4,Vintage,5,False,No,7,10
2022,BORN A CRIME,Trevor Noah,5,One World,148,False,Yes,209,165
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux",303,False,No,386,157
2022,JUST MERCY,Bryan Stevenson,7,One World,274,False,Yes,309,126
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,18,False,Yes,103,198
2022,GRIT,Angela Duckworth,9,Scribner,101,False,No,151,90
2022,THE HOUSE OF GUCCI,Sara G. Forden,10,Custom House,14,False,Yes,20,20
2022,THE THREE MOTHERS,Anna Malaika Tubbs,11,Flatiron,4,False,No,4,4
2022,THE POWER OF HABIT,Charles Duhigg,12,Random House,131,False,Yes,131,3
2022,BEING MORTAL,Atul Gawande,13,Metropolitan,122,False,No,130,20
2022,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,17,False,Yes,25,25
2022,QUIET,Susan Cain,15,Broadway,168,False,No,181,16
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,172,False,Yes,269,209
2022,ALL ABOUT LOVE,bell hooks,2,Morrow,9,False,Yes,106,106
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,95,False,Yes,192,192
2022,BORN A CRIME,Trevor Noah,4,One World,149,False,Yes,209,165
2022,SAPIENS,Yuval Noah Harari,5,Harper Perennial,181,False,Yes,208,128
2022,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,19,False,Yes,103,198
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,7,"Farrar, Straus & Giroux",304,False,No,386,157
2022,JUST MERCY,Bryan Stevenson,8,One World,275,False,Yes,309,126
2022,THE HOUSE OF GUCCI,Sara G. Forden,9,Custom House,15,False,Yes,20,20
2022,GRIT,Angela Duckworth,10,Scribner,102,False,No,151,90
2022,THE YEAR OF MAGICAL THINKING,Joan Didion,11,Vintage,6,False,No,7,10
2022,ALL THAT SHE CARRIED,Tiya Miles,12,Random House,1,False,No,6,6
2022,WHY WE SLEEP,Matthew Walker,13,Scribner,51,False,No,53,19
2022,LET ME TELL YOU WHAT I MEAN,Joan Didion,14,Vintage,1,False,No,2,10
2022,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,15,Harper,18,False,Yes,25,25
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,173,False,Yes,269,209
2022,ALL ABOUT LOVE,bell hooks,2,Morrow,10,False,Yes,106,106
2022,EDUCATED,Tara Westover,3,Random House,1,False,No,71,71
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,96,False,Yes,192,192
2022,TALKING TO STRANGERS,Malcolm Gladwell,5,Back Bay,20,False,Yes,103,198
2022,BORN A CRIME,Trevor Noah,6,One World,150,False,Yes,209,165
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,7,"Farrar, Straus & Giroux",305,False,No,386,157
2022,ALL THAT SHE CARRIED,Tiya Miles,8,Random House,2,False,No,6,6
2022,THE HOUSE OF GUCCI,Sara G. Forden,9,Custom House,16,False,Yes,20,20
2022,THE YEAR OF MAGICAL THINKING,Joan Didion,10,Vintage,7,False,No,7,10
2022,LET ME TELL YOU WHAT I MEAN,Joan Didion,11,Vintage,2,False,No,2,10
2022,THE SUM OF US,Heather McGhee,12,One World,1,False,No,1,1
2022,GRIT,Angela Duckworth,13,Scribner,103,False,No,151,90
2022,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage,101,False,Yes,146,78
2022,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,15,Harper,19,False,Yes,25,25
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,174,False,Yes,269,209
2022,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,1,False,No,20,28
2022,EDUCATED,Tara Westover,3,Random House,2,False,No,71,71
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,11,False,Yes,106,106
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,97,False,Yes,192,192
2022,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,21,False,Yes,103,198
2022,BORN A CRIME,Trevor Noah,7,One World,151,False,Yes,209,165
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",306,False,No,386,157
2022,THE HOUSE OF GUCCI,Sara G. Forden,9,Custom House,17,False,Yes,20,20
2022,ALL THAT SHE CARRIED,Tiya Miles,10,Random House,3,False,No,6,6
2022,JUST MERCY,Bryan Stevenson,11,One World,276,False,Yes,309,126
2022,GRIT,Angela Duckworth,12,Scribner,104,False,No,151,90
2022,MY FRIEND ANNA,Rachel DeLoache Williams,13,Gallery,1,False,No,3,3
2022,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,20,False,Yes,25,25
2022,BEING MORTAL,Atul Gawande,15,Metropolitan,123,False,No,130,20
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,175,False,Yes,269,209
2022,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,2,False,No,20,28
2022,EDUCATED,Tara Westover,3,Random House,3,False,No,71,71
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,12,False,Yes,106,106
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,98,False,Yes,192,192
2022,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,22,False,Yes,103,198
2022,MY FRIEND ANNA,Rachel DeLoache Williams,7,Gallery,2,False,No,3,3
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",307,False,No,386,157
2022,THE HOUSE OF GUCCI,Sara G. Forden,9,Custom House,18,False,Yes,20,20
2022,ALL THAT SHE CARRIED,Tiya Miles,10,Random House,4,False,No,6,6
2022,JUST MERCY,Bryan Stevenson,11,One World,277,False,Yes,309,126
2022,GRIT,Angela Duckworth,12,Scribner,105,False,No,151,90
2022,WHY WE SLEEP,Matthew Walker,13,Scribner,52,False,No,53,19
2022,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,21,False,Yes,25,25
2022,QUIET,Susan Cain,15,Broadway,169,False,No,181,16
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,176,False,Yes,269,209
2022,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,3,False,No,20,28
2022,EDUCATED,Tara Westover,3,Random House,4,False,No,71,71
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,13,False,Yes,106,106
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,99,False,Yes,192,192
2022,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,6,Crown,1,False,No,6,6
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,7,Random House,1,False,No,19,19
2022,THE GATES OF EUROPE,Serhii Plokhy,8,Basic,1,False,No,5,5
2022,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,23,False,Yes,103,198
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux",308,False,No,386,157
2022,GRIT,Angela Duckworth,11,Scribner,106,False,No,151,90
2022,THE HOUSE OF GUCCI,Sara G. Forden,12,Custom House,19,False,Yes,20,20
2022,MY FRIEND ANNA,Rachel DeLoache Williams,13,Gallery,3,False,No,3,3
2022,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,22,False,Yes,25,25
2022,ALL THAT SHE CARRIED,Tiya Miles,15,Random House,5,False,No,6,6
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,177,False,Yes,269,209
2022,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,4,False,No,20,28
2022,EDUCATED,Tara Westover,3,Random House,5,False,No,71,71
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,14,False,Yes,106,106
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,100,False,Yes,192,192
2022,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,6,Crown,2,False,No,6,6
2022,ENDURANCE,Alfred Lansing,7,Basic,1,False,Yes,4,4
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,8,Random House,2,False,No,19,19
2022,THE GATES OF EUROPE,Serhii Plokhy,9,Basic,2,False,No,5,5
2022,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay,24,False,Yes,103,198
2022,RED FAMINE,Anne Applebaum,11,Anchor,1,False,No,2,2
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",309,False,No,386,157
2022,THE HOUSE OF GUCCI,Sara G. Forden,13,Custom House,20,False,Yes,20,20
2022,GRIT,Angela Duckworth,14,Scribner,107,False,No,151,90
2022,ALL THAT SHE CARRIED,Tiya Miles,15,Random House,6,False,No,6,6
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,178,False,Yes,269,209
2022,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,5,False,No,20,28
2022,EDUCATED,Tara Westover,3,Random House,6,False,No,71,71
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,15,False,Yes,106,106
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,101,False,Yes,192,192
2022,THE GATES OF EUROPE,Serhii Plokhy,6,Basic,3,False,No,5,5
2022,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,7,Crown,3,False,No,6,6
2022,ENDURANCE,Alfred Lansing,8,Basic,2,False,Yes,4,4
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,9,Random House,3,False,No,19,19
2022,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay,25,False,Yes,103,198
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",310,False,No,386,157
2022,BORN A CRIME,Trevor Noah,12,One World,152,False,Yes,209,165
2022,RED FAMINE,Anne Applebaum,13,Anchor,2,False,No,2,2
2022,GRIT,Angela Duckworth,14,Scribner,108,False,No,151,90
2022,BLOOD AND TREASURE,Bob Drury and Tom Clavin,15,St. Martin's Griffin,1,False,Yes,6,6
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,179,False,Yes,269,209
2022,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,6,False,No,20,28
2022,EDUCATED,Tara Westover,3,Random House,7,False,No,71,71
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,16,False,Yes,106,106
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,102,False,Yes,192,192
2022,THE GATES OF EUROPE,Serhii Plokhy,6,Basic,4,False,No,5,5
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,7,Random House,4,False,No,19,19
2022,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,8,Crown,4,False,No,6,6
2022,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,26,False,Yes,103,198
2022,ENDURANCE,Alfred Lansing,10,Basic,3,False,Yes,4,4
2022,BLOOD AND TREASURE,Bob Drury and Tom Clavin,11,St. Martin's Griffin,2,False,Yes,6,6
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",311,False,No,386,157
2022,GRIT,Angela Duckworth,13,Scribner,109,False,No,151,90
2022,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,23,False,Yes,25,25
2022,THE ROAD TO UNFREEDOM,Timothy Snyder,15,Tim Duggan,2,False,Yes,2,33
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,180,False,Yes,269,209
2022,EDUCATED,Tara Westover,2,Random House,8,False,No,71,71
2022,THE SPLENDID AND THE VILE,Erik Larson,3,Crown,7,False,No,20,28
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,17,False,Yes,106,106
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,103,False,Yes,192,192
2022,PANDORA'S JAR,Natalie Haynes,6,Harper Perennial,1,False,Yes,5,5
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,7,Random House,5,False,No,19,19
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,27,False,Yes,103,198
2022,BLOOD AND TREASURE,Bob Drury and Tom Clavin,9,St. Martin's Griffin,3,False,Yes,6,6
2022,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,10,Crown,5,False,No,6,6
2022,THE GATES OF EUROPE,Serhii Plokhy,11,Basic,5,False,No,5,5
2022,ENDURANCE,Alfred Lansing,12,Basic,4,False,Yes,4,4
2022,BORN A CRIME,Trevor Noah,13,One World,153,False,Yes,209,165
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,14,"Farrar, Straus & Giroux",312,False,No,386,157
2022,GRIT,Angela Duckworth,15,Scribner,110,False,No,151,90
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,181,False,Yes,269,209
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,2,Random House,6,False,No,19,19
2022,PANDORA'S JAR,Natalie Haynes,3,Harper Perennial,2,False,Yes,5,5
2022,EDUCATED,Tara Westover,4,Random House,9,False,No,71,71
2022,ALL ABOUT LOVE,bell hooks,5,Morrow,18,False,Yes,106,106
2022,THE SPLENDID AND THE VILE,Erik Larson,6,Crown,8,False,No,20,28
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,7,Milkweed Editions,104,False,Yes,192,192
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,28,False,Yes,103,198
2022,BLOOD AND TREASURE,Bob Drury and Tom Clavin,9,St. Martin's Griffin,4,False,Yes,6,6
2022,QUIET,Susan Cain,10,Broadway,170,False,No,181,16
2022,GRIT,Angela Duckworth,11,Scribner,111,False,No,151,90
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",313,False,No,386,157
2022,THE PREMONITION,Michael Lewis,13,Norton,1,False,Yes,3,12
2022,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,24,False,Yes,25,25
2022,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,15,Crown,6,False,No,6,6
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,182,False,Yes,269,209
2022,PANDORA'S JAR,Natalie Haynes,2,Harper Perennial,3,False,Yes,5,5
2022,RED NOTICE,Bill Browder,3,Simon & Schuster,8,False,Yes,11,4
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,19,False,Yes,106,106
2022,THE SPLENDID AND THE VILE,Erik Larson,5,Crown,9,False,No,20,28
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions,105,False,Yes,192,192
2022,EDUCATED,Tara Westover,7,Random House,10,False,No,71,71
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,29,False,Yes,103,198
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,9,Random House,7,False,No,19,19
2022,KITCHEN CONFIDENTIAL,Anthony Bourdain,10,Ecco,78,False,No,84,20
2022,WOMEN IN WHITE COATS,Olivia Campbell,11,Park Row,1,False,Yes,3,3
2022,BLOOD AND TREASURE,Bob Drury and Tom Clavin,12,St. Martin's Griffin,5,False,Yes,6,6
2022,QUIET,Susan Cain,13,Broadway,171,False,No,181,16
2022,THE PREMONITION,Michael Lewis,14,Norton,2,False,Yes,3,12
2022,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,15,Harper,25,False,Yes,25,25
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,183,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,106,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,3,Morrow,20,False,Yes,106,106
2022,PANDORA'S JAR,Natalie Haynes,4,Harper Perennial,4,False,Yes,5,5
2022,THE SPLENDID AND THE VILE,Erik Larson,5,Crown,10,False,No,20,28
2022,EDUCATED,Tara Westover,6,Random House,11,False,No,71,71
2022,RED NOTICE,Bill Browder,7,Simon & Schuster,9,False,Yes,11,4
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,30,False,Yes,103,198
2022,THE PREMONITION,Michael Lewis,9,Norton,3,False,Yes,3,12
2022,SAPIENS,Yuval Noah Harari,10,Harper Perennial,182,False,Yes,208,128
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",314,False,No,386,157
2022,KITCHEN CONFIDENTIAL,Anthony Bourdain,12,Ecco,79,False,No,84,20
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,13,Random House,8,False,No,19,19
2022,BLOOD AND TREASURE,Bob Drury and Tom Clavin,14,St. Martin's Griffin,6,False,Yes,6,6
2022,WOMEN IN WHITE COATS,Olivia Campbell,15,Park Row,2,False,Yes,3,3
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,184,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,107,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,3,Morrow,21,False,Yes,106,106
2022,BLOODLANDS,Timothy Snyder,4,Basic,1,False,No,2,33
2022,THE SPLENDID AND THE VILE,Erik Larson,5,Crown,11,False,No,20,28
2022,UNDER THE BANNER OF HEAVEN,Jon Krakauer,6,Anchor,1,False,Yes,11,11
2022,PANDORA'S JAR,Natalie Haynes,7,Harper Perennial,5,False,Yes,5,5
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,31,False,Yes,103,198
2022,EDUCATED,Tara Westover,9,Random House,12,False,No,71,71
2022,RED NOTICE,Bill Browder,10,Simon & Schuster,10,False,Yes,11,4
2022,BORN A CRIME,Trevor Noah,11,One World,154,False,Yes,209,165
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,12,Random House,9,False,No,19,19
2022,WOMEN IN WHITE COATS,Olivia Campbell,13,Park Row,3,False,Yes,3,3
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,14,"Farrar, Straus & Giroux",315,False,No,386,157
2022,GRIT,Angela Duckworth,15,Scribner,112,False,No,151,90
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,185,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,108,False,Yes,192,192
2022,UNDER THE BANNER OF HEAVEN,Jon Krakauer,3,Anchor,2,False,Yes,11,11
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,22,False,Yes,106,106
2022,EDUCATED,Tara Westover,5,Random House,13,False,No,71,71
2022,BORN A CRIME,Trevor Noah,6,One World,155,False,Yes,209,165
2022,THE SPLENDID AND THE VILE,Erik Larson,7,Crown,12,False,No,20,28
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,32,False,Yes,103,198
2022,RED NOTICE,Bill Browder,9,Simon & Schuster,11,False,Yes,11,4
2022,PUTIN'S PEOPLE,Catherine Belton,10,Picador,1,False,Yes,1,1
2022,THE CODE BREAKER,Walter Isaacson,11,Simon & Schuster,1,False,Yes,8,8
2022,BLOODLANDS,Timothy Snyder,12,Basic,2,False,No,2,33
2022,GRIT,Angela Duckworth,13,Scribner,113,False,No,151,90
2022,HILLBILLY ELEGY,JD Vance,14,Harper,66,False,Yes,66,16
2022,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House,10,False,No,19,19
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,186,False,Yes,269,209
2022,LILY'S PROMISE,Lily Ebert and Dov Forman,2,HarperOne,1,False,Yes,4,4
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,109,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,4,Morrow,23,False,Yes,106,106
2022,UNDER THE BANNER OF HEAVEN,Jon Krakauer,5,Anchor,3,False,Yes,11,11
2022,THE CODE BREAKER,Walter Isaacson,6,Simon & Schuster,2,False,Yes,8,8
2022,BORN A CRIME,Trevor Noah,7,One World,156,False,Yes,209,165
2022,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,33,False,Yes,103,198
2022,EDUCATED,Tara Westover,9,Random House,14,False,No,71,71
2022,SAPIENS,Yuval Noah Harari,10,Harper Perennial,183,False,Yes,208,128
2022,THE SPLENDID AND THE VILE,Erik Larson,11,Crown,13,False,No,20,28
2022,GRIT,Angela Duckworth,12,Scribner,114,False,No,151,90
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux",316,False,No,386,157
2022,WHITE FRAGILITY,Robin DiAngelo,14,Beacon,156,False,Yes,156,83
2022,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,15,Grand Central,1,False,Yes,9,9
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,187,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,110,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,3,Morrow,24,False,Yes,106,106
2022,UNDER THE BANNER OF HEAVEN,Jon Krakauer,4,Anchor,4,False,Yes,11,11
2022,THE CODE BREAKER,Walter Isaacson,5,Simon & Schuster,3,False,Yes,8,8
2022,BORN A CRIME,Trevor Noah,6,One World,157,False,Yes,209,165
2022,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay,34,False,Yes,103,198
2022,SAPIENS,Yuval Noah Harari,8,Harper Perennial,184,False,Yes,208,128
2022,EDUCATED,Tara Westover,9,Random House,15,False,No,71,71
2022,JUST MERCY,Bryan Stevenson,10,One World,278,False,Yes,309,126
2022,PATRIARCHY BLUES,Frederick Joseph,11,Harper Perennial,1,False,Yes,1,1
2022,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,12,Grand Central,2,False,Yes,9,9
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux",317,False,No,386,157
2022,LILY'S PROMISE,Lily Ebert and Dov Forman,14,HarperOne,2,False,Yes,4,4
2022,THE SPLENDID AND THE VILE,Erik Larson,15,Crown,14,False,No,20,28
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,188,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,111,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,3,Morrow,25,False,Yes,106,106
2022,UNDER THE BANNER OF HEAVEN,Jon Krakauer,4,Anchor,5,False,Yes,11,11
2022,EDUCATED,Tara Westover,5,Random House,16,False,No,71,71
2022,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,35,False,Yes,103,198
2022,THE CODE BREAKER,Walter Isaacson,7,Simon & Schuster,4,False,Yes,8,8
2022,SAPIENS,Yuval Noah Harari,8,Harper Perennial,185,False,Yes,208,128
2022,GRIT,Angela Duckworth,9,Scribner,115,False,No,151,90
2022,JUST MERCY,Bryan Stevenson,10,One World,279,False,Yes,309,126
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",318,False,No,386,157
2022,THE SPLENDID AND THE VILE,Erik Larson,12,Crown,15,False,No,20,28
2022,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,13,Grand Central,3,False,Yes,9,9
2022,LILY'S PROMISE,Lily Ebert and Dov Forman,14,HarperOne,3,False,Yes,4,4
2022,BORN A CRIME,Trevor Noah,15,One World,158,False,Yes,209,165
2022,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,189,False,Yes,269,209
2022,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,112,False,Yes,192,192
2022,ALL ABOUT LOVE,bell hooks,3,Morrow,26,False,Yes,106,106
2022,UNDER THE BANNER OF HEAVEN,Jon Krakauer,4,Anchor,6,False,Yes,11,11
2022,EDUCATED,Tara Westover,5,Random House,17,False,No,71,71
2022,BORN A CRIME,Trevor Noah,6,One World,159,False,Yes,209,165
2022,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay,36,False,Yes,103,198
2022,THE CODE BREAKER,Walter Isaacson,8,Simon & Schuster,5,False,Yes,8,8
2022,SAPIENS,Yuval Noah Harari,9,Harper Perennial,186,False,Yes,208,128
2022,OUTLIERS,Malcolm Gladwell,10,"Back Bay/Little, Brown",344,False,No,367,198
2022,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",319,False,No,386,157
2022,QUIET,Susan Cain,12,Broadway,172,False,No,181,16
2022,A WOMAN OF NO IMPORTANCE,Sonia Purnell,13,Penguin,15,False,Yes,17,17
2022,WALK IN MY COMBAT BOOTS,James Patterson and Matt Eversmann with Chris Mooney,14,Grand Central,4,False,Yes,9,9
