,Date,Title,Author,Rank,Publisher,Weeks on List,On a Celebrity Reading List,Rating,Awards Count,Publication Season
1606,2022-01-08,ALL ABOUT LOVE,bell hooks,2,Morrow,5,False,4.04,1.0,Spring
1607,2022-01-08,THE YEAR OF MAGICAL THINKING,Joan Didion,3,Vintage,2,False,3.93,2.0,Fall
1608,2022-01-08,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,91,False,4.53,2.0,Fall
1609,2022-01-08,SAPIENS,Yuval Noah Harari,5,Harper Perennial,178,False,4.35,2.0,Spring
1610,2022-01-08,BORN A CRIME,Trevor Noah,6,One World,145,False,4.49,6.0,Fall
1611,2022-01-08,"THINKING, FAST AND SLOW",Daniel Kahneman,7,"Farrar, Straus & Giroux",300,False,4.18,4.0,Fall
1612,2022-01-08,THE HOUSE OF GUCCI,Sara G. Forden,8,Custom House,11,False,3.44,0.0,Fall
1613,2022-01-08,THE THREE MOTHERS,Anna Malaika Tubbs,9,Flatiron,2,False,4.09,1.0,Spring
1614,2022-01-08,GRIT,Angela Duckworth,10,Scribner,98,False,4.08,1.0,Fall
1615,2022-01-08,THE DEVIL IN THE WHITE CITY,Erik Larson,11,Vintage,369,False,4.0,8.0,Spring
1616,2022-01-08,JUST MERCY,Bryan Stevenson,12,One World,271,False,4.63,8.0,Summer
1617,2022-01-08,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay,15,False,4.0,1.0,Fall
1618,2022-01-08,THE POWER OF HABIT,Charles Duhigg,14,Random House,130,False,4.13,2.0,Spring
1619,2022-01-08,QUIET,Susan Cain,15,Broadway,167,False,4.08,3.0,Spring
1620,2022-01-15,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,169,False,4.38,0.0,Fall
1621,2022-01-15,ALL ABOUT LOVE,bell hooks,2,Morrow,6,False,4.04,1.0,Spring
1622,2022-01-15,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,92,False,4.53,2.0,Fall
1623,2022-01-15,THE YEAR OF MAGICAL THINKING,Joan Didion,4,Vintage,3,False,3.93,2.0,Fall
1624,2022-01-15,SAPIENS,Yuval Noah Harari,5,Harper Perennial,179,False,4.35,2.0,Spring
1625,2022-01-15,BORN A CRIME,Trevor Noah,6,One World,146,False,4.49,6.0,Fall
1626,2022-01-15,TALKING TO STRANGERS,Malcolm Gladwell,7,Back Bay,16,False,4.0,1.0,Fall
1627,2022-01-15,THE TENDER BAR,J.R. Moehringer,8,Hachette,1,False,3.99,1.0,Fall
1628,2022-01-15,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",301,False,4.18,4.0,Fall
1629,2022-01-15,THE HOUSE OF GUCCI,Sara G. Forden,10,Custom House,12,False,3.44,0.0,Fall
1630,2022-01-15,JUST MERCY,Bryan Stevenson,11,One World,272,False,4.63,8.0,Summer
1631,2022-01-15,ON TYRANNY,Timothy Snyder,12,Tim Duggan,90,False,4.2,1.0,Spring
1632,2022-01-15,BEING MORTAL,Atul Gawande,13,Picador,120,False,4.49,3.0,Fall
1633,2022-01-15,THE DEVIL IN THE WHITE CITY,Erik Larson,14,Vintage,370,False,4.0,8.0,Spring
1634,2022-01-15,GRIT,Angela Duckworth,15,Scribner,99,False,4.08,1.0,Fall
1635,2022-01-22,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,170,False,4.38,0.0,Fall
1636,2022-01-22,ALL ABOUT LOVE,bell hooks,2,Morrow,7,False,4.04,1.0,Spring
1637,2022-01-22,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,93,False,4.53,2.0,Fall
1638,2022-01-22,THE YEAR OF MAGICAL THINKING,Joan Didion,4,Vintage,4,False,3.93,2.0,Fall
1639,2022-01-22,SAPIENS,Yuval Noah Harari,5,Harper Perennial,180,False,4.35,2.0,Spring
1640,2022-01-22,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,17,False,4.0,1.0,Fall
1641,2022-01-22,BORN A CRIME,Trevor Noah,7,One World,147,False,4.49,6.0,Fall
1642,2022-01-22,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",302,False,4.18,4.0,Fall
1643,2022-01-22,THE HOUSE OF GUCCI,Sara G. Forden,9,Custom House,13,False,3.44,0.0,Fall
1644,2022-01-22,JUST MERCY,Bryan Stevenson,10,One World,273,False,4.63,8.0,Summer
1645,2022-01-22,THE CHIFFON TRENCHES,André Leon Talley,11,Ballantine,1,False,3.83,0.0,Spring
1646,2022-01-22,BEING MORTAL,Atul Gawande,12,Metropolitan,121,False,4.49,3.0,Fall
1647,2022-01-22,THE THREE MOTHERS,Anna Malaika Tubbs,13,Flatiron,3,False,4.09,1.0,Spring
1648,2022-01-22,WHY WE SLEEP,Matthew Walker,14,Scribner,50,False,4.38,1.0,Fall
1649,2022-01-22,GRIT,Angela Duckworth,15,Scribner,100,False,4.08,1.0,Fall
1650,2022-01-29,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,171,False,4.38,0.0,Fall
1651,2022-01-29,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,94,False,4.53,2.0,Fall
1652,2022-01-29,ALL ABOUT LOVE,bell hooks,3,Morrow,8,False,4.04,1.0,Spring
1653,2022-01-29,THE YEAR OF MAGICAL THINKING,Joan Didion,4,Vintage,5,False,3.93,2.0,Fall
1654,2022-01-29,BORN A CRIME,Trevor Noah,5,One World,148,False,4.49,6.0,Fall
1655,2022-01-29,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux",303,False,4.18,4.0,Fall
1656,2022-01-29,JUST MERCY,Bryan Stevenson,7,One World,274,False,4.63,8.0,Summer
1657,2022-01-29,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,18,False,4.0,1.0,Fall
1658,2022-01-29,GRIT,Angela Duckworth,9,Scribner,101,False,4.08,1.0,Fall
1659,2022-01-29,THE HOUSE OF GUCCI,Sara G. Forden,10,Custom House,14,False,3.44,0.0,Fall
1660,2022-01-29,THE THREE MOTHERS,Anna Malaika Tubbs,11,Flatiron,4,False,4.09,1.0,Spring
1661,2022-01-29,THE POWER OF HABIT,Charles Duhigg,12,Random House,131,False,4.13,2.0,Spring
1662,2022-01-29,BEING MORTAL,Atul Gawande,13,Metropolitan,122,False,4.49,3.0,Fall
1663,2022-01-29,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,17,False,4.09,0.0,Fall
1664,2022-01-29,QUIET,Susan Cain,15,Broadway,168,False,4.08,3.0,Spring
1665,2022-02-05,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,172,False,4.38,0.0,Fall
1666,2022-02-05,ALL ABOUT LOVE,bell hooks,2,Morrow,9,False,4.04,1.0,Spring
1667,2022-02-05,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,95,False,4.53,2.0,Fall
1668,2022-02-05,BORN A CRIME,Trevor Noah,4,One World,149,False,4.49,6.0,Fall
1669,2022-02-05,SAPIENS,Yuval Noah Harari,5,Harper Perennial,181,False,4.35,2.0,Spring
1670,2022-02-05,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,19,False,4.0,1.0,Fall
1671,2022-02-05,"THINKING, FAST AND SLOW",Daniel Kahneman,7,"Farrar, Straus & Giroux",304,False,4.18,4.0,Fall
1672,2022-02-05,JUST MERCY,Bryan Stevenson,8,One World,275,False,4.63,8.0,Summer
1673,2022-02-05,THE HOUSE OF GUCCI,Sara G. Forden,9,Custom House,15,False,3.44,0.0,Fall
1674,2022-02-05,GRIT,Angela Duckworth,10,Scribner,102,False,4.08,1.0,Fall
1675,2022-02-05,THE YEAR OF MAGICAL THINKING,Joan Didion,11,Vintage,6,False,3.93,2.0,Fall
1676,2022-02-05,ALL THAT SHE CARRIED,Tiya Miles,12,Random House,1,False,3.94,10.0,Summer
1677,2022-02-05,WHY WE SLEEP,Matthew Walker,13,Scribner,51,False,4.38,1.0,Fall
1678,2022-02-05,LET ME TELL YOU WHAT I MEAN,Joan Didion,14,Vintage,1,False,3.84,0.0,Spring
1679,2022-02-05,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,15,Harper,18,False,4.09,0.0,Fall
1680,2022-02-12,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,173,False,4.38,0.0,Fall
1681,2022-02-12,ALL ABOUT LOVE,bell hooks,2,Morrow,10,False,4.04,1.0,Spring
1682,2022-02-12,EDUCATED,Tara Westover,3,Random House,1,False,4.47,10.0,Spring
1683,2022-02-12,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,96,False,4.53,2.0,Fall
1684,2022-02-12,TALKING TO STRANGERS,Malcolm Gladwell,5,Back Bay,20,False,4.0,1.0,Fall
1685,2022-02-12,BORN A CRIME,Trevor Noah,6,One World,150,False,4.49,6.0,Fall
1686,2022-02-12,"THINKING, FAST AND SLOW",Daniel Kahneman,7,"Farrar, Straus & Giroux",305,False,4.18,4.0,Fall
1687,2022-02-12,ALL THAT SHE CARRIED,Tiya Miles,8,Random House,2,False,3.94,10.0,Summer
1688,2022-02-12,THE HOUSE OF GUCCI,Sara G. Forden,9,Custom House,16,False,3.44,0.0,Fall
1689,2022-02-12,THE YEAR OF MAGICAL THINKING,Joan Didion,10,Vintage,7,False,3.93,2.0,Fall
1690,2022-02-12,LET ME TELL YOU WHAT I MEAN,Joan Didion,11,Vintage,2,False,3.84,0.0,Spring
1691,2022-02-12,THE SUM OF US,Heather McGhee,12,One World,1,False,4.63,8.0,Spring
1692,2022-02-12,GRIT,Angela Duckworth,13,Scribner,103,False,4.08,1.0,Fall
1693,2022-02-12,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage,101,False,4.14,8.0,Spring
1694,2022-02-12,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,15,Harper,19,False,4.09,0.0,Fall
1695,2022-02-19,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,174,False,4.38,0.0,Fall
1696,2022-02-19,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,1,False,4.3,1.0,Spring
1697,2022-02-19,EDUCATED,Tara Westover,3,Random House,2,False,4.47,10.0,Spring
1698,2022-02-19,ALL ABOUT LOVE,bell hooks,4,Morrow,11,False,4.04,1.0,Spring
1699,2022-02-19,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,97,False,4.53,2.0,Fall
1700,2022-02-19,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,21,False,4.0,1.0,Fall
1701,2022-02-19,BORN A CRIME,Trevor Noah,7,One World,151,False,4.49,6.0,Fall
1702,2022-02-19,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",306,False,4.18,4.0,Fall
1703,2022-02-19,THE HOUSE OF GUCCI,Sara G. Forden,9,Custom House,17,False,3.44,0.0,Fall
1704,2022-02-19,ALL THAT SHE CARRIED,Tiya Miles,10,Random House,3,False,3.94,10.0,Summer
1705,2022-02-19,JUST MERCY,Bryan Stevenson,11,One World,276,False,4.63,8.0,Summer
1706,2022-02-19,GRIT,Angela Duckworth,12,Scribner,104,False,4.08,1.0,Fall
1707,2022-02-19,MY FRIEND ANNA,Rachel DeLoache Williams,13,Gallery,1,False,3.47,0.0,Summer
1708,2022-02-19,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,20,False,4.09,0.0,Fall
1709,2022-02-19,BEING MORTAL,Atul Gawande,15,Metropolitan,123,False,4.49,3.0,Fall
1710,2022-02-26,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,175,False,4.38,0.0,Fall
1711,2022-02-26,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,2,False,4.3,1.0,Spring
1712,2022-02-26,EDUCATED,Tara Westover,3,Random House,3,False,4.47,10.0,Spring
1713,2022-02-26,ALL ABOUT LOVE,bell hooks,4,Morrow,12,False,4.04,1.0,Spring
1714,2022-02-26,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,98,False,4.53,2.0,Fall
1715,2022-02-26,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,22,False,4.0,1.0,Fall
1716,2022-02-26,MY FRIEND ANNA,Rachel DeLoache Williams,7,Gallery,2,False,3.47,0.0,Summer
1717,2022-02-26,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",307,False,4.18,4.0,Fall
1718,2022-02-26,THE HOUSE OF GUCCI,Sara G. Forden,9,Custom House,18,False,3.44,0.0,Fall
1719,2022-02-26,ALL THAT SHE CARRIED,Tiya Miles,10,Random House,4,False,3.94,10.0,Summer
1720,2022-02-26,JUST MERCY,Bryan Stevenson,11,One World,277,False,4.63,8.0,Summer
1721,2022-02-26,GRIT,Angela Duckworth,12,Scribner,105,False,4.08,1.0,Fall
1722,2022-02-26,WHY WE SLEEP,Matthew Walker,13,Scribner,52,False,4.38,1.0,Fall
1723,2022-02-26,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,21,False,4.09,0.0,Fall
1724,2022-02-26,QUIET,Susan Cain,15,Broadway,169,False,4.08,3.0,Spring
1725,2022-03-05,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,176,False,4.38,0.0,Fall
1726,2022-03-05,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,3,False,4.3,1.0,Spring
1727,2022-03-05,EDUCATED,Tara Westover,3,Random House,4,False,4.47,10.0,Spring
1728,2022-03-05,ALL ABOUT LOVE,bell hooks,4,Morrow,13,False,4.04,1.0,Spring
1729,2022-03-05,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,99,False,4.53,2.0,Fall
1730,2022-03-05,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,6,Crown,1,False,4.27,1.0,Spring
1731,2022-03-05,BETWEEN TWO KINGDOMS,Suleika Jaouad,7,Random House,1,False,4.43,1.0,Spring
1732,2022-03-05,THE GATES OF EUROPE,Serhii Plokhy,8,Basic,1,False,4.27,1.0,Summer
1733,2022-03-05,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,23,False,4.0,1.0,Fall
1734,2022-03-05,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux",308,False,4.18,4.0,Fall
1735,2022-03-05,GRIT,Angela Duckworth,11,Scribner,106,False,4.08,1.0,Fall
1736,2022-03-05,THE HOUSE OF GUCCI,Sara G. Forden,12,Custom House,19,False,3.44,0.0,Fall
1737,2022-03-05,MY FRIEND ANNA,Rachel DeLoache Williams,13,Gallery,3,False,3.47,0.0,Summer
1738,2022-03-05,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,22,False,4.09,0.0,Fall
1739,2022-03-05,ALL THAT SHE CARRIED,Tiya Miles,15,Random House,5,False,3.94,10.0,Summer
1740,2022-03-12,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,177,False,4.38,0.0,Fall
1741,2022-03-12,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,4,False,4.3,1.0,Spring
1742,2022-03-12,EDUCATED,Tara Westover,3,Random House,5,False,4.47,10.0,Spring
1743,2022-03-12,ALL ABOUT LOVE,bell hooks,4,Morrow,14,False,4.04,1.0,Spring
1744,2022-03-12,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,100,False,4.53,2.0,Fall
1745,2022-03-12,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,6,Crown,2,False,4.27,1.0,Spring
1746,2022-03-12,ENDURANCE,Alfred Lansing,7,Basic,1,False,4.45,1.0,Spring
1747,2022-03-12,BETWEEN TWO KINGDOMS,Suleika Jaouad,8,Random House,2,False,4.43,1.0,Spring
1748,2022-03-12,THE GATES OF EUROPE,Serhii Plokhy,9,Basic,2,False,4.27,1.0,Summer
1749,2022-03-12,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay,24,False,4.0,1.0,Fall
1750,2022-03-12,RED FAMINE,Anne Applebaum,11,Anchor,1,False,4.39,7.0,Fall
1751,2022-03-12,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",309,False,4.18,4.0,Fall
1752,2022-03-12,THE HOUSE OF GUCCI,Sara G. Forden,13,Custom House,20,False,3.44,0.0,Fall
1753,2022-03-12,GRIT,Angela Duckworth,14,Scribner,107,False,4.08,1.0,Fall
1754,2022-03-12,ALL THAT SHE CARRIED,Tiya Miles,15,Random House,6,False,3.94,10.0,Summer
1755,2022-03-19,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,178,False,4.38,0.0,Fall
1756,2022-03-19,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,5,False,4.3,1.0,Spring
1757,2022-03-19,EDUCATED,Tara Westover,3,Random House,6,False,4.47,10.0,Spring
1758,2022-03-19,ALL ABOUT LOVE,bell hooks,4,Morrow,15,False,4.04,1.0,Spring
1759,2022-03-19,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,101,False,4.53,2.0,Fall
1760,2022-03-19,THE GATES OF EUROPE,Serhii Plokhy,6,Basic,3,False,4.27,1.0,Summer
1761,2022-03-19,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,7,Crown,3,False,4.27,1.0,Spring
1762,2022-03-19,ENDURANCE,Alfred Lansing,8,Basic,2,False,4.45,1.0,Spring
1763,2022-03-19,BETWEEN TWO KINGDOMS,Suleika Jaouad,9,Random House,3,False,4.43,1.0,Spring
1764,2022-03-19,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay,25,False,4.0,1.0,Fall
1765,2022-03-19,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",310,False,4.18,4.0,Fall
1766,2022-03-19,BORN A CRIME,Trevor Noah,12,One World,152,False,4.49,6.0,Fall
1767,2022-03-19,RED FAMINE,Anne Applebaum,13,Anchor,2,False,4.39,7.0,Fall
1768,2022-03-19,GRIT,Angela Duckworth,14,Scribner,108,False,4.08,1.0,Fall
1769,2022-03-19,BLOOD AND TREASURE,Bob Drury and Tom Clavin,15,St. Martin's Griffin,1,False,4.06,0.0,Spring
1770,2022-03-26,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,179,False,4.38,0.0,Fall
1771,2022-03-26,THE SPLENDID AND THE VILE,Erik Larson,2,Crown,6,False,4.3,1.0,Spring
1772,2022-03-26,EDUCATED,Tara Westover,3,Random House,7,False,4.47,10.0,Spring
1773,2022-03-26,ALL ABOUT LOVE,bell hooks,4,Morrow,16,False,4.04,1.0,Spring
1774,2022-03-26,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,102,False,4.53,2.0,Fall
1775,2022-03-26,THE GATES OF EUROPE,Serhii Plokhy,6,Basic,4,False,4.27,1.0,Summer
1776,2022-03-26,BETWEEN TWO KINGDOMS,Suleika Jaouad,7,Random House,4,False,4.43,1.0,Spring
1777,2022-03-26,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,8,Crown,4,False,4.27,1.0,Spring
1778,2022-03-26,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,26,False,4.0,1.0,Fall
1779,2022-03-26,ENDURANCE,Alfred Lansing,10,Basic,3,False,4.45,1.0,Spring
1780,2022-03-26,BLOOD AND TREASURE,Bob Drury and Tom Clavin,11,St. Martin's Griffin,2,False,4.06,0.0,Spring
1781,2022-03-26,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",311,False,4.18,4.0,Fall
1782,2022-03-26,GRIT,Angela Duckworth,13,Scribner,109,False,4.08,1.0,Fall
1783,2022-03-26,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,23,False,4.09,0.0,Fall
1784,2022-03-26,THE ROAD TO UNFREEDOM,Timothy Snyder,15,Tim Duggan,2,False,4.36,2.0,Spring
1785,2022-04-02,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,180,False,4.38,0.0,Fall
1786,2022-04-02,EDUCATED,Tara Westover,2,Random House,8,False,4.47,10.0,Spring
1787,2022-04-02,THE SPLENDID AND THE VILE,Erik Larson,3,Crown,7,False,4.3,1.0,Spring
1788,2022-04-02,ALL ABOUT LOVE,bell hooks,4,Morrow,17,False,4.04,1.0,Spring
1789,2022-04-02,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,103,False,4.53,2.0,Fall
1790,2022-04-02,PANDORA'S JAR,Natalie Haynes,6,Harper Perennial,1,False,4.23,0.0,Spring
1791,2022-04-02,BETWEEN TWO KINGDOMS,Suleika Jaouad,7,Random House,5,False,4.43,1.0,Spring
1792,2022-04-02,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,27,False,4.0,1.0,Fall
1793,2022-04-02,BLOOD AND TREASURE,Bob Drury and Tom Clavin,9,St. Martin's Griffin,3,False,4.06,0.0,Spring
1794,2022-04-02,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,10,Crown,5,False,4.27,1.0,Spring
1795,2022-04-02,THE GATES OF EUROPE,Serhii Plokhy,11,Basic,5,False,4.27,1.0,Summer
1796,2022-04-02,ENDURANCE,Alfred Lansing,12,Basic,4,False,4.45,1.0,Spring
1797,2022-04-02,BORN A CRIME,Trevor Noah,13,One World,153,False,4.49,6.0,Fall
1798,2022-04-02,"THINKING, FAST AND SLOW",Daniel Kahneman,14,"Farrar, Straus & Giroux",312,False,4.18,4.0,Fall
1799,2022-04-02,GRIT,Angela Duckworth,15,Scribner,110,False,4.08,1.0,Fall
1800,2022-04-09,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,181,False,4.38,0.0,Fall
1801,2022-04-09,BETWEEN TWO KINGDOMS,Suleika Jaouad,2,Random House,6,False,4.43,1.0,Spring
1802,2022-04-09,PANDORA'S JAR,Natalie Haynes,3,Harper Perennial,2,False,4.23,0.0,Spring
1803,2022-04-09,EDUCATED,Tara Westover,4,Random House,9,False,4.47,10.0,Spring
1804,2022-04-09,ALL ABOUT LOVE,bell hooks,5,Morrow,18,False,4.04,1.0,Spring
1805,2022-04-09,THE SPLENDID AND THE VILE,Erik Larson,6,Crown,8,False,4.3,1.0,Spring
1806,2022-04-09,BRAIDING SWEETGRASS,Robin Wall Kimmerer,7,Milkweed Editions,104,False,4.53,2.0,Fall
1807,2022-04-09,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,28,False,4.0,1.0,Fall
1808,2022-04-09,BLOOD AND TREASURE,Bob Drury and Tom Clavin,9,St. Martin's Griffin,4,False,4.06,0.0,Spring
1809,2022-04-09,QUIET,Susan Cain,10,Broadway,170,False,4.08,3.0,Spring
1810,2022-04-09,GRIT,Angela Duckworth,11,Scribner,111,False,4.08,1.0,Fall
1811,2022-04-09,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",313,False,4.18,4.0,Fall
1812,2022-04-09,THE PREMONITION,Michael Lewis,13,Norton,1,False,4.33,1.0,Summer
1813,2022-04-09,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,14,Harper,24,False,4.09,0.0,Fall
1814,2022-04-09,MADHOUSE AT THE END OF THE EARTH,Julian Sancton,15,Crown,6,False,4.27,1.0,Spring
1815,2022-04-16,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,182,False,4.38,0.0,Fall
1816,2022-04-16,PANDORA'S JAR,Natalie Haynes,2,Harper Perennial,3,False,4.23,0.0,Spring
1817,2022-04-16,RED NOTICE,Bill Browder,3,Simon & Schuster,8,False,4.44,1.0,Fall
1818,2022-04-16,ALL ABOUT LOVE,bell hooks,4,Morrow,19,False,4.04,1.0,Spring
1819,2022-04-16,THE SPLENDID AND THE VILE,Erik Larson,5,Crown,9,False,4.3,1.0,Spring
1820,2022-04-16,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions,105,False,4.53,2.0,Fall
1821,2022-04-16,EDUCATED,Tara Westover,7,Random House,10,False,4.47,10.0,Spring
1822,2022-04-16,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,29,False,4.0,1.0,Fall
1823,2022-04-16,BETWEEN TWO KINGDOMS,Suleika Jaouad,9,Random House,7,False,4.43,1.0,Spring
1824,2022-04-16,KITCHEN CONFIDENTIAL,Anthony Bourdain,10,Ecco,78,False,4.17,0.0,Summer
1825,2022-04-16,WOMEN IN WHITE COATS,Olivia Campbell,11,Park Row,1,False,3.71,0.0,Fall
1826,2022-04-16,BLOOD AND TREASURE,Bob Drury and Tom Clavin,12,St. Martin's Griffin,5,False,4.06,0.0,Spring
1827,2022-04-16,QUIET,Susan Cain,13,Broadway,171,False,4.08,3.0,Spring
1828,2022-04-16,THE PREMONITION,Michael Lewis,14,Norton,2,False,4.33,1.0,Summer
1829,2022-04-16,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,15,Harper,25,False,4.09,0.0,Fall
1830,2022-04-23,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,183,False,4.38,0.0,Fall
1831,2022-04-23,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,106,False,4.53,2.0,Fall
1832,2022-04-23,ALL ABOUT LOVE,bell hooks,3,Morrow,20,False,4.04,1.0,Spring
1833,2022-04-23,PANDORA'S JAR,Natalie Haynes,4,Harper Perennial,4,False,4.23,0.0,Spring
1834,2022-04-23,THE SPLENDID AND THE VILE,Erik Larson,5,Crown,10,False,4.3,1.0,Spring
1835,2022-04-23,EDUCATED,Tara Westover,6,Random House,11,False,4.47,10.0,Spring
1836,2022-04-23,RED NOTICE,Bill Browder,7,Simon & Schuster,9,False,4.44,1.0,Fall
1837,2022-04-23,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,30,False,4.0,1.0,Fall
1838,2022-04-23,THE PREMONITION,Michael Lewis,9,Norton,3,False,4.33,1.0,Summer
1839,2022-04-23,SAPIENS,Yuval Noah Harari,10,Harper Perennial,182,False,4.35,2.0,Spring
1840,2022-04-23,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",314,False,4.18,4.0,Fall
1841,2022-04-23,KITCHEN CONFIDENTIAL,Anthony Bourdain,12,Ecco,79,False,4.17,0.0,Summer
1842,2022-04-23,BETWEEN TWO KINGDOMS,Suleika Jaouad,13,Random House,8,False,4.43,1.0,Spring
1843,2022-04-23,BLOOD AND TREASURE,Bob Drury and Tom Clavin,14,St. Martin's Griffin,6,False,4.06,0.0,Spring
1844,2022-04-23,WOMEN IN WHITE COATS,Olivia Campbell,15,Park Row,2,False,3.71,0.0,Fall
1845,2022-04-30,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,184,False,4.38,0.0,Fall
1846,2022-04-30,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,107,False,4.53,2.0,Fall
1847,2022-04-30,ALL ABOUT LOVE,bell hooks,3,Morrow,21,False,4.04,1.0,Spring
1848,2022-04-30,BLOODLANDS,Timothy Snyder,4,Basic,1,False,4.39,4.0,Fall
1849,2022-04-30,THE SPLENDID AND THE VILE,Erik Larson,5,Crown,11,False,4.3,1.0,Spring
1850,2022-04-30,UNDER THE BANNER OF HEAVEN,Jon Krakauer,6,Anchor,1,False,4.01,1.0,Summer
1851,2022-04-30,PANDORA'S JAR,Natalie Haynes,7,Harper Perennial,5,False,4.23,0.0,Spring
1852,2022-04-30,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,31,False,4.0,1.0,Fall
